Season,Team,Conf,Class,Pos,G,Receiving Rec,Receiving Yds,Receiving Y/R,Receiving TD,Receiving Y/G,Rushing Att,Rushing Yds,Rushing Y/A,Rushing TD,Rushing Y/G,Scrimmage Plays,Scrimmage Yds,Scrimmage Avg,Scrimmage TD,Awards,Player,Tackles Solo,Tackles Ast,Tackles Comb,Tackles TFL,Tackles Sk,Def Interceptions Int,Def Interceptions Yds,Def Interceptions Avg,Def Interceptions IntTD,Def Interceptions PD,Fumbles FR,Fumbles Yds,Fumbles FRTD,Fumbles FF
2020*,UCF,American,SR,WR,10,30,539,18.0,8,53.9,0,0,,0,0.0,30,539,18.0,8,,Jacob Harris,,,,,,,,,,,,,,
2017*,Iowa,Big Ten,FR,WR,12,18,187,10.4,2,15.6,7,41,5.9,0,3.4,25,228,9.1,2,,Ihmir Smith-Marsette,,,,,,,,,,,,,,
2018*,Iowa,Big Ten,SO,WR,12,23,361,15.7,3,30.1,9,71,7.9,0,5.9,32,432,13.5,3,,Ihmir Smith-Marsette,,,,,,,,,,,,,,
2019*,Iowa,Big Ten,JR,WR,13,44,722,16.4,5,55.5,11,108,9.8,3,8.3,55,830,15.1,8,,Ihmir Smith-Marsette,,,,,,,,,,,,,,
2020,Iowa,Big Ten,SR,WR,7,25,345,13.8,3,49.3,7,54,7.7,1,7.7,32,399,12.5,4,,Ihmir Smith-Marsette,,,,,,,,,,,,,,
2018*,Stanford,Pac-12,FR,WR,3,1,6,6.0,0,2.0,0,0,,0,0.0,1,6,6.0,0,,Simi Fehoko,,,,,,,,,,,,,,
2019,Stanford,Pac-12,SO,WR,12,24,566,23.6,6,47.2,0,0,,0,0.0,24,566,23.6,6,,Simi Fehoko,,,,,,,,,,,,,,
2020,Stanford,Pac-12,JR,WR,6,37,574,15.5,3,95.7,1,-1,-1.0,0,-0.2,38,573,15.1,3,,Simi Fehoko,,,,,,,,,,,,,,
2016*,Clemson,ACC,FR,WR,9,12,87,7.3,0,9.7,0,0,,0,0.0,12,87,7.3,0,,Cornell Powell,,,,,,,,,,,,,,
2017*,Clemson,ACC,SO,WR,14,8,57,7.1,1,4.1,0,0,,0,0.0,8,57,7.1,1,,Cornell Powell,,,,,,,,,,,,,,
2018*,Clemson,ACC,JR,WR,4,5,63,12.6,0,15.8,0,0,,0,0.0,5,63,12.6,0,,Cornell Powell,,,,,,,,,,,,,,
2019*,Clemson,ACC,JR,WR,15,15,122,8.1,2,8.1,0,0,,0,0.0,15,122,8.1,2,,Cornell Powell,,,,,,,,,,,,,,
2020*,Clemson,ACC,SR,WR,12,53,882,16.6,7,73.5,0,0,,0,0.0,53,882,16.6,7,,Cornell Powell,,,,,,,,,,,,,,
2017*,Arizona State,Pac-12,FR,WR,10,9,234,26.0,2,23.4,1,21,21.0,1,2.1,10,255,25.5,3,,Frank Darby,,,,,,,,,,,,,,
2018*,Arizona State,Pac-12,SO,WR,13,21,421,20.0,2,32.4,0,0,,0,0.0,21,421,20.0,2,,Frank Darby,,,,,,,,,,,,,,
2019*,Arizona State,Pac-12,JR,WR,13,31,616,19.9,8,47.4,0,0,,0,0.0,31,616,19.9,8,,Frank Darby,,,,,,,,,,,,,,
2020,Arizona State,Pac-12,SR,WR,4,6,46,7.7,1,11.5,0,0,,0,0.0,6,46,7.7,1,,Frank Darby,,,,,,,,,,,,,,
2016*,Houston,American,FR,WR,2,0,36,,0,18.0,0,0,,0,0.0,0,36,,0,,Marquez Stevenson,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Marquez Stevenson,,,,,,,,,,,,,,
2018*,Houston,American,SO,WR,13,75,1019,13.6,9,78.4,14,126,9.0,2,9.7,89,1145,12.9,11,,Marquez Stevenson,,,,,,,,,,,,,,
2019,Houston,American,JR,WR,12,52,907,17.4,9,75.6,9,89,9.9,0,7.4,61,996,16.3,9,,Marquez Stevenson,,,,,,,,,,,,,,
2020*,Houston,American,SR,WR,5,20,307,15.4,4,61.4,3,16,5.3,0,3.2,23,323,14.0,4,,Marquez Stevenson,,,,,,,,,,,,,,
2017*,South Carolina,SEC,FR,WR,12,29,409,14.1,3,34.1,0,0,,0,0.0,29,409,14.1,3,,Shi Smith,,,,,,,,,,,,,,
2018*,South Carolina,SEC,SO,WR,12,45,673,15.0,4,56.1,0,0,,0,0.0,45,673,15.0,4,,Shi Smith,,,,,,,,,,,,,,
2019,South Carolina,SEC,JR,WR,10,43,489,11.4,2,48.9,3,8,2.7,0,0.8,46,497,10.8,2,,Shi Smith,,,,,,,,,,,,,,
2020,South Carolina,SEC,SR,WR,9,57,633,11.1,4,70.3,6,6,1.0,0,0.7,63,639,10.1,4,,Shi Smith,,,,,,,,,,,,,,
2017*,UCLA,Pac-12,FR,WR,11,2,-2,-1.0,0,-0.2,10,75,7.5,1,6.8,12,73,6.1,1,,Demetric Felton,,,,,,,,,,,,,,
2018,UCLA,Pac-12,SO,WR,12,20,207,10.4,1,17.3,5,27,5.4,0,2.3,25,234,9.4,1,,Demetric Felton,,,,,,,,,,,,,,
2019,UCLA,Pac-12,JR,WR,12,55,594,10.8,4,49.5,86,331,3.8,1,27.6,141,925,6.6,5,,Demetric Felton,,,,,,,,,,,,,,
2020,UCLA,Pac-12,SR,RB,6,22,159,7.2,3,26.5,132,668,5.1,5,111.3,154,827,5.4,8,,Demetric Felton,,,,,,,,,,,,,,
2018*,Auburn,SEC,FR,WR,13,26,534,20.5,5,41.1,0,0,,0,0.0,26,534,20.5,5,,Seth Williams,,,,,,,,,,,,,,
2019*,Auburn,SEC,SO,WR,12,59,830,14.1,8,69.2,0,0,,0,0.0,59,830,14.1,8,,Seth Williams,,,,,,,,,,,,,,
2020*,Auburn,SEC,JR,WR,11,47,760,16.2,4,69.1,0,0,,0,0.0,47,760,16.2,4,,Seth Williams,,,,,,,,,,,,,,
2017,North Carolina,ACC,FR,WR,9,18,227,12.6,0,25.2,8,52,6.5,0,5.8,26,279,10.7,0,,Dazz Newsome,,,,,,,,,,,,,,
2018,North Carolina,ACC,SO,WR,11,44,506,11.5,2,46.0,7,96,13.7,1,8.7,51,602,11.8,3,,Dazz Newsome,,,,,,,,,,,,,,
2019*,North Carolina,ACC,JR,WR,12,72,1018,14.1,10,84.8,3,9,3.0,0,0.8,75,1027,13.7,10,,Dazz Newsome,,,,,,,,,,,,,,
2020*,North Carolina,ACC,SR,WR,12,54,684,12.7,6,57.0,2,21,10.5,1,1.8,56,705,12.6,7,,Dazz Newsome,,,,,,,,,,,,,,
2017*,LSU,SEC,FR,WR,6,,,,,,,,,,,,,,,,JaCoby Stevens,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
2018*,LSU,SEC,SO,S,11,,,,,,,,,,,,,,,,JaCoby Stevens,19,16,35,7,1.5,1,1,1.0,0,5,1,64,0,0
2019*,LSU,SEC,JR,S,15,,,,,,,,,,,,,,,,JaCoby Stevens,53,39,92,9,5.0,3,9,3.0,0,6,0,0,0,0
2020,LSU,SEC,SR,S,10,,,,,,,,,,,,,,,,JaCoby Stevens,33,30,63,6,3.0,0,0,,0,4,3,0,0,1
2017,Ole Miss,SEC,FR,WR,10,1,19,19.0,0,1.9,0,0,,0,0.0,1,19,19.0,0,,Tre Nixon,,,,,,,,,,,,,,
2018*,UCF,American,SO,WR,13,40,562,14.1,4,43.2,0,0,,0,0.0,40,562,14.1,4,,Tre Nixon,,,,,,,,,,,,,,
2019*,UCF,American,JR,WR,13,49,830,16.9,7,63.8,0,0,,0,0.0,49,830,16.9,7,,Tre Nixon,,,,,,,,,,,,,,
2020*,UCF,American,SR,WR,4,19,260,13.7,2,65.0,0,0,,0,0.0,19,260,13.7,2,,Tre Nixon,,,,,,,,,,,,,,
2016*,Northwestern,Big Ten,FR,WR,13,8,70,8.8,0,5.4,0,0,,0,0.0,8,70,8.8,0,,Ben Skowronek,,,,,,,,,,,,,,
2017*,Northwestern,Big Ten,SO,WR,13,45,644,14.3,5,49.5,0,0,,0,0.0,45,644,14.3,5,,Ben Skowronek,,,,,,,,,,,,,,
2018*,Northwestern,Big Ten,JR,WR,14,45,562,12.5,3,40.1,0,0,,0,0.0,45,562,12.5,3,,Ben Skowronek,,,,,,,,,,,,,,
2019,Northwestern,Big Ten,SR,WR,3,12,141,11.8,0,47.0,0,0,,0,0.0,12,141,11.8,0,,Ben Skowronek,,,,,,,,,,,,,,
2020*,Notre Dame,ACC,SR,WR,11,29,439,15.1,5,39.9,2,17,8.5,1,1.5,31,456,14.7,6,,Ben Skowronek,,,,,,,,,,,,,,
2017,South Alabama,Sun Belt,FR,WR,10,7,102,14.6,1,10.2,0,0,,0,0.0,7,102,14.6,1,,Kawaan Baker,,,,,,,,,,,,,,
2018,South Alabama,Sun Belt,SO,WR,12,33,494,15.0,4,41.2,59,251,4.3,9,20.9,92,745,8.1,13,,Kawaan Baker,,,,,,,,,,,,,,
2019,South Alabama,Sun Belt,JR,WR,12,35,574,16.4,3,47.8,20,83,4.2,2,6.9,55,657,11.9,5,,Kawaan Baker,,,,,,,,,,,,,,
2020,South Alabama,Sun Belt,SR,WR,11,51,659,12.9,8,59.9,13,42,3.2,0,3.8,64,701,11.0,8,,Kawaan Baker,,,,,,,,,,,,,,
2018*,BYU,Ind,FR,WR,10,10,69,6.9,1,6.9,9,23,2.6,0,2.3,19,92,4.8,1,,Dax Milne,,,,,,,,,,,,,,
2019*,BYU,Ind,SO,WR,13,21,285,13.6,2,21.9,4,16,4.0,0,1.2,25,301,12.0,2,,Dax Milne,,,,,,,,,,,,,,
2020*,BYU,Ind,JR,WR,12,70,1188,17.0,8,99.0,11,67,6.1,0,5.6,81,1255,15.5,8,,Dax Milne,,,,,,,,,,,,,,
