Season,Team,Conf,Class,Pos,G,Receiving Rec,Receiving Yds,Receiving Y/R,Receiving TD,Receiving Y/G,Rushing Att,Rushing Yds,Rushing Y/A,Rushing TD,Rushing Y/G,Scrimmage Plays,Scrimmage Yds,Scrimmage Avg,Scrimmage TD,Awards,Player,Tackles Solo,Tackles Ast,Tackles Comb,Tackles TFL,Tackles Sk,Def Interceptions Int,Def Interceptions Yds,Def Interceptions Avg,Def Interceptions IntTD,Def Interceptions PD,Fumbles FR,Fumbles Yds,Fumbles FRTD,Fumbles FF
2014*,Western Kentucky,CUSA,SO,WR,13,45,767,17.0,7,59.0,1,11,11.0,0,0.8,46,778,16.9,7,,Taywan Taylor,,,,,,,,,,,,,,
2015*,Western Kentucky,CUSA,JR,WR,14,86,1467,17.1,17,104.8,7,-9,-1.3,0,-0.6,93,1458,15.7,17,,Taywan Taylor,,,,,,,,,,,,,,
2016*,Western Kentucky,CUSA,SR,WR,14,98,1730,17.7,17,123.6,6,36,6.0,0,2.6,104,1766,17.0,17,,Taywan Taylor,,,,,,,,,,,,,,
2014*,Alabama,SEC,FR,WR,13,12,149,12.4,0,11.5,0,0,,0,0.0,12,149,12.4,0,,ArDarius Stewart,,,,,,,,,,,,,,
2015*,Alabama,SEC,SO,WR,15,63,700,11.1,4,46.7,5,14,2.8,0,0.9,68,714,10.5,4,,ArDarius Stewart,,,,,,,,,,,,,,
2016*,Alabama,SEC,JR,WR,12,54,864,16.0,8,72.0,8,68,8.5,0,5.7,62,932,15.0,8,,ArDarius Stewart,,,,,,,,,,,,,,
2014*,Louisiana Tech,CUSA,FR,WR,12,29,569,19.6,4,47.4,13,72,5.5,1,6.0,42,641,15.3,5,,Carlos Henderson,,,,,,,,,,,,,,
2015*,Louisiana Tech,CUSA,SO,WR,11,36,774,21.5,5,70.4,5,54,10.8,0,4.9,41,828,20.2,5,,Carlos Henderson,,,,,,,,,,,,,,
2016*,Louisiana Tech,CUSA,JR,WR,13,82,1535,18.7,19,118.1,14,133,9.5,2,10.2,96,1668,17.4,21,,Carlos Henderson,,,,,,,,,,,,,,
2014*,Penn State,Big Ten,FR,WR,13,26,338,13.0,2,26.0,2,1,0.5,0,0.1,28,339,12.1,2,,Chris Godwin,,,,,,,,,,,,,,
2015*,Penn State,Big Ten,SO,WR,13,69,1101,16.0,5,84.7,0,0,,0,0.0,69,1101,16.0,5,,Chris Godwin,,,,,,,,,,,,,,
2016*,Penn State,Big Ten,JR,WR,14,59,982,16.6,11,70.1,1,13,13.0,0,0.9,60,995,16.6,11,,Chris Godwin,,,,,,,,,,,,,,
2015*,Northern Illinois,MAC,JR,WR,14,73,1129,15.5,10,80.6,9,14,1.6,1,1.0,82,1143,13.9,11,,Kenny Golladay,,,,,,,,,,,,,,
2016,Northern Illinois,MAC,SR,WR,12,87,1156,13.3,8,96.3,20,192,9.6,2,16.0,107,1348,12.6,10,,Kenny Golladay,,,,,,,,,,,,,,
2012*,Michigan,Big Ten,FR,WR,10,0,0,,0,0.0,0,0,,0,0.0,0,0,,0,,Amara Darboh,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Amara Darboh,,,,,,,,,,,,,,
2014,Michigan,Big Ten,SO,WR,12,36,473,13.1,2,39.4,0,0,,0,0.0,36,473,13.1,2,,Amara Darboh,,,,,,,,,,,,,,
2015*,Michigan,Big Ten,SR,WR,13,58,727,12.5,5,55.9,2,2,1.0,0,0.2,60,729,12.2,5,,Amara Darboh,,,,,,,,,,,,,,
2016*,Michigan,Big Ten,SR,WR,13,57,862,15.1,7,66.3,0,0,,0,0.0,57,862,15.1,7,,Amara Darboh,,,,,,,,,,,,,,
2015*,Oklahoma,Big 12,JR,WR,13,46,743,16.2,4,57.2,5,17,3.4,0,1.3,51,760,14.9,4,,Dede Westbrook,,,,,,,,,,,,,,
2016*,Oklahoma,Big 12,SR,WR,13,80,1524,19.1,17,117.2,10,101,10.1,0,7.8,90,1625,18.1,17,"H-4,AA",Dede Westbrook,,,,,,,,,,,,,,
2014*,Texas A&M,SEC,SO,WR,13,52,842,16.2,13,64.8,0,0,,0,0.0,52,842,16.2,13,,Josh Reynolds,,,,,,,,,,,,,,
2015*,Texas A&M,SEC,JR,WR,12,51,907,17.8,5,75.6,0,0,,0,0.0,51,907,17.8,5,,Josh Reynolds,,,,,,,,,,,,,,
2016*,Texas A&M,SEC,SR,WR,13,61,1039,17.0,12,79.9,0,0,,0,0.0,61,1039,17.0,12,,Josh Reynolds,,,,,,,,,,,,,,
2013*,North Carolina,ACC,SO,WR,8,0,0,,0,0.0,0,0,,0,0.0,0,0,,0,,Mack Hollins,,,,,,,,,,,,,,
2014*,North Carolina,ACC,SO,WR,13,35,613,17.5,8,47.2,0,0,,0,0.0,35,613,17.5,8,,Mack Hollins,,,,,,,,,,,,,,
2015*,North Carolina,ACC,JR,WR,14,30,745,24.8,8,53.2,0,0,,0,0.0,30,745,24.8,8,,Mack Hollins,,,,,,,,,,,,,,
2016*,North Carolina,ACC,SR,WR,7,16,309,19.3,4,44.1,0,0,,0,0.0,16,309,19.3,4,,Mack Hollins,,,,,,,,,,,,,,
2014*,Tennessee,SEC,FR,WR,13,23,231,10.0,1,17.8,2,11,5.5,0,0.8,25,242,9.7,1,,Josh Malone,,,,,,,,,,,,,,
2015*,Tennessee,SEC,SO,WR,13,31,405,13.1,2,31.2,0,0,,0,0.0,31,405,13.1,2,,Josh Malone,,,,,,,,,,,,,,
2016*,Tennessee,SEC,JR,WR,13,50,972,19.4,11,74.8,0,0,,0,0.0,50,972,19.4,11,,Josh Malone,,,,,,,,,,,,,,
2013*,North Carolina,ACC,FR,WR,13,32,341,10.7,3,26.2,10,29,2.9,0,2.2,42,370,8.8,3,,Ryan Switzer,,,,,,,,,,,,,,
2014*,North Carolina,ACC,SO,WR,13,61,762,12.5,4,58.6,8,29,3.6,0,2.2,69,791,11.5,4,,Ryan Switzer,,,,,,,,,,,,,,
2015*,North Carolina,ACC,JR,WR,14,55,697,12.7,6,49.8,3,6,2.0,0,0.4,58,703,12.1,6,,Ryan Switzer,,,,,,,,,,,,,,
2016*,North Carolina,ACC,SR,WR,13,96,1112,11.6,6,85.5,3,14,4.7,0,1.1,99,1126,11.4,6,,Ryan Switzer,,,,,,,,,,,,,,
2013*,Michigan,Big Ten,FR,WR,11,15,221,14.7,1,20.1,2,1,0.5,0,0.1,17,222,13.1,1,,Jehu Chesson,,,,,,,,,,,,,,
2014,Michigan,Big Ten,SO,WR,11,14,154,11.0,0,14.0,0,0,,0,0.0,14,154,11.0,0,,Jehu Chesson,,,,,,,,,,,,,,
2015*,Michigan,Big Ten,SR,WR,13,50,764,15.3,9,58.8,8,155,19.4,2,11.9,58,919,15.8,11,,Jehu Chesson,,,,,,,,,,,,,,
2016*,Michigan,Big Ten,SR,WR,13,35,500,14.3,2,38.5,12,63,5.3,1,4.8,47,563,12.0,3,,Jehu Chesson,,,,,,,,,,,,,,
2015*,California,Pac-12,SO,WR,10,19,249,13.1,1,24.9,0,0,,0,0.0,19,249,13.1,1,,Chad Hansen,,,,,,,,,,,,,,
2016,California,Pac-12,JR,WR,10,92,1249,13.6,11,124.9,0,0,,0,0.0,92,1249,13.6,11,,Chad Hansen,,,,,,,,,,,,,,
2013,Temple,American,FR,WR,5,,,,,,,,,,,,,,,,Nate Hairston,2,0,2,0,0.0,0,0,,0,0,0,0,0,0
2014,Temple,American,SO,WR,7,,,,,,,,,,,,,,,,Nate Hairston,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
2015*,Temple,American,JR,DB,14,,,,,,,,,,,,,,,,Nate Hairston,6,5,11,0,0.0,0,0,,0,1,0,0,0,0
2016*,Temple,American,SR,DB,14,,,,,,,,,,,,,,,,Nate Hairston,23,4,27,3,0.0,2,29,14.5,0,3,0,0,0,0
2014*,West Virginia,Big 12,FR,WR,12,4,60,15.0,0,5.0,0,0,,0,0.0,4,60,15.0,0,,Shelton Gibson,,,,,,,,,,,,,,
2015*,West Virginia,Big 12,SO,WR,13,37,887,24.0,9,68.2,0,0,,0,0.0,37,887,24.0,9,,Shelton Gibson,,,,,,,,,,,,,,
2016*,West Virginia,Big 12,JR,WR,13,43,951,22.1,8,73.2,2,29,14.5,0,2.2,45,980,21.8,8,,Shelton Gibson,,,,,,,,,,,,,,
2013,Toledo,MAC,FR,WR,3,2,15,7.5,0,5.0,1,5,5.0,0,1.7,3,20,6.7,0,,Rodney Adams,,,,,,,,,,,,,,
2014,South Florida,American,SO,WR,10,23,323,14.0,2,32.3,5,52,10.4,1,5.2,28,375,13.4,3,,Rodney Adams,,,,,,,,,,,,,,
2015*,South Florida,American,JR,WR,13,45,822,18.3,9,63.2,10,81,8.1,1,6.2,55,903,16.4,10,,Rodney Adams,,,,,,,,,,,,,,
2016*,South Florida,American,SR,WR,13,67,822,12.3,5,63.2,23,231,10.0,5,17.8,90,1053,11.7,10,,Rodney Adams,,,,,,,,,,,,,,
2014*,Georgia,SEC,FR,WR,12,6,67,11.2,0,5.6,7,78,11.1,0,6.5,13,145,11.2,0,,Isaiah McKenzie,,,,,,,,,,,,,,
2015*,Georgia,SEC,SO,WR,10,10,123,12.3,0,12.3,11,117,10.6,2,11.7,21,240,11.4,2,,Isaiah McKenzie,,,,,,,,,,,,,,
2016*,Georgia,SEC,JR,WR,13,44,633,14.4,7,48.7,19,134,7.1,2,10.3,63,767,12.2,9,,Isaiah McKenzie,,,,,,,,,,,,,,
2014*,Utah,Pac-12,SO,WR,6,,,,,,,,,,,,,,,,Brian Allen,1,0,1,0,0.0,0,0,,0,0,0,0,0,0
2015*,Utah,Pac-12,JR,DB,13,,,,,,,,,,,,,,,,Brian Allen,16,10,26,0,0.0,1,0,0.0,0,3,0,0,0,1
2016*,Utah,Pac-12,SR,DB,13,,,,,,,,,,,,,,,,Brian Allen,27,8,35,5,1.0,4,0,0.0,0,6,0,0,0,0
2013,Purdue,Big Ten,FR,WR,8,32,546,17.1,2,68.3,0,0,,0,0.0,32,546,17.1,2,,DeAngelo Yancey,,,,,,,,,,,,,,
2014,Purdue,Big Ten,SO,WR,12,12,147,12.3,3,12.3,0,0,,0,0.0,12,147,12.3,3,,DeAngelo Yancey,,,,,,,,,,,,,,
2015,Purdue,Big Ten,JR,WR,12,48,700,14.6,5,58.3,0,0,,0,0.0,48,700,14.6,5,,DeAngelo Yancey,,,,,,,,,,,,,,
2016,Purdue,Big Ten,SR,WR,12,49,951,19.4,10,79.3,0,0,,0,0.0,49,951,19.4,10,,DeAngelo Yancey,,,,,,,,,,,,,,
2013,Louisiana Tech,CUSA,FR,WR,10,28,260,9.3,2,26.0,0,0,,0,0.0,28,260,9.3,2,,Trent Taylor,,,,,,,,,,,,,,
2014*,Louisiana Tech,CUSA,SO,WR,14,64,834,13.0,9,59.6,0,0,,0,0.0,64,834,13.0,9,,Trent Taylor,,,,,,,,,,,,,,
2015*,Louisiana Tech,CUSA,JR,WR,13,99,1282,12.9,9,98.6,0,0,,0,0.0,99,1282,12.9,9,,Trent Taylor,,,,,,,,,,,,,,
2016*,Louisiana Tech,CUSA,SR,WR,14,136,1803,13.3,12,128.8,0,0,,0,0.0,136,1803,13.3,12,,Trent Taylor,,,,,,,,,,,,,,
2013,Georgia State,Sun Belt,FR,WR,12,44,711,16.2,4,59.3,0,0,,0,0.0,44,711,16.2,4,,Robert Davis,,,,,,,,,,,,,,
2014,Georgia State,Sun Belt,SO,WR,12,50,732,14.6,2,61.0,1,3,3.0,0,0.3,51,735,14.4,2,,Robert Davis,,,,,,,,,,,,,,
2015*,Georgia State,Sun Belt,JR,WR,13,61,980,16.1,6,75.4,0,0,,0,0.0,61,980,16.1,6,,Robert Davis,,,,,,,,,,,,,,
2016,Georgia State,Sun Belt,SR,WR,12,67,968,14.4,5,80.7,0,0,,0,0.0,67,968,14.4,5,,Robert Davis,,,,,,,,,,,,,,
2013*,Miami (FL),ACC,FR,WR,12,33,591,17.9,7,49.3,2,80,40.0,1,6.7,35,671,19.2,8,,Stacy Coley,,,,,,,,,,,,,,
2014*,Miami (FL),ACC,SO,WR,12,23,184,8.0,0,15.3,5,30,6.0,0,2.5,28,214,7.6,0,,Stacy Coley,,,,,,,,,,,,,,
2015*,Miami (FL),ACC,JR,WR,11,48,693,14.4,4,63.0,1,15,15.0,0,1.4,49,708,14.4,4,,Stacy Coley,,,,,,,,,,,,,,
2016*,Miami (FL),ACC,SR,WR,13,63,754,12.0,9,58.0,0,0,,0,0.0,63,754,12.0,9,,Stacy Coley,,,,,,,,,,,,,,
2014*,Virginia Tech,ACC,FR,WR,13,56,709,12.7,6,54.5,4,0,0.0,0,0.0,60,709,11.8,6,,Isaiah Ford,,,,,,,,,,,,,,
2015*,Virginia Tech,ACC,SO,WR,13,75,1164,15.5,11,89.5,7,51,7.3,0,3.9,82,1215,14.8,11,,Isaiah Ford,,,,,,,,,,,,,,
2016*,Virginia Tech,ACC,JR,WR,14,79,1094,13.8,7,78.1,6,33,5.5,0,2.4,85,1127,13.3,7,,Isaiah Ford,,,,,,,,,,,,,,
2014*,Ohio State,Big Ten,FR,WR,11,1,9,9.0,0,0.8,1,-4,-4.0,0,-0.4,2,5,2.5,0,,Noah Brown,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Noah Brown,,,,,,,,,,,,,,
2016*,Ohio State,Big Ten,SO,WR,13,32,402,12.6,7,30.9,0,0,,0,0.0,32,402,12.6,7,,Noah Brown,,,,,,,,,,,,,,
2014*,LSU,SEC,FR,WR,12,14,318,22.7,5,26.5,0,0,,0,0.0,14,318,22.7,5,,Malachi Dupre,,,,,,,,,,,,,,
2015*,LSU,SEC,SO,WR,12,43,698,16.2,6,58.2,0,0,,0,0.0,43,698,16.2,6,,Malachi Dupre,,,,,,,,,,,,,,
2016*,LSU,SEC,JR,WR,12,41,593,14.5,3,49.4,0,0,,0,0.0,41,593,14.5,3,,Malachi Dupre,,,,,,,,,,,,,,
