Season,Team,Conf,Class,Pos,G,Receiving Rec,Receiving Yds,Receiving Y/R,Receiving TD,Receiving Y/G,Rushing Att,Rushing Yds,Rushing Y/A,Rushing TD,Rushing Y/G,Scrimmage Plays,Scrimmage Yds,Scrimmage Avg,Scrimmage TD,Awards,Player,Tackles Solo,Tackles Ast,Tackles Comb,Tackles TFL,Tackles Sk,Def Interceptions Int,Def Interceptions Yds,Def Interceptions Avg,Def Interceptions IntTD,Def Interceptions PD,Fumbles FR,Fumbles Yds,Fumbles FRTD,Fumbles FF
2018,Colorado,Pac-12,SO,WR,9,86,1011,11.8,6,112.3,17,115,6.8,5,12.8,103,1126,10.9,11,,Laviska Shenault Jr.,,,,,,,,,,,,,,
2019,Colorado,Pac-12,JR,WR,11,56,764,13.6,4,69.5,23,161,7.0,2,14.6,79,925,11.7,6,,Laviska Shenault Jr.,,,,,,,,,,,,,,
2018*,Penn State,Big Ten,FR,WR,13,42,754,18.0,5,58.0,4,44,11.0,1,3.4,46,798,17.3,6,,KJ Hamler,,,,,,,,,,,,,,
2019*,Penn State,Big Ten,SO,WR,13,56,904,16.1,8,69.5,13,43,3.3,0,3.3,69,947,13.7,8,,KJ Hamler,,,,,,,,,,,,,,
2016,Notre Dame,Ind,FR,WR,11,5,81,16.2,0,7.4,1,9,9.0,0,0.8,6,90,15.0,0,,Chase Claypool,,,,,,,,,,,,,,
2017*,Notre Dame,Ind,SO,WR,12,29,402,13.9,2,33.5,2,-3,-1.5,0,-0.3,31,399,12.9,2,,Chase Claypool,,,,,,,,,,,,,,
2018*,Notre Dame,Ind,JR,WR,13,50,639,12.8,4,49.2,0,0,,0,0.0,50,639,12.8,4,,Chase Claypool,,,,,,,,,,,,,,
2019*,Notre Dame,Ind,SR,WR,13,66,1037,15.7,13,79.8,0,0,,0,0.0,66,1037,15.7,13,,Chase Claypool,,,,,,,,,,,,,,
2016*,Alabama,SEC,FR,WR,15,,,,,,,,,,,,,,,,Trevon Diggs,2,3,5,0,0.0,0,0,,0,0,0,0,0,1
2017*,Alabama,SEC,SO,DB,13,,,,,,,,,,,,,,,,Trevon Diggs,3,3,6,0,0.0,0,0,,0,3,0,0,0,0
2018*,Alabama,SEC,JR,DB,6,,,,,,,,,,,,,,,,Trevon Diggs,18,2,20,0,0.0,1,0,0.0,0,6,0,0,0,1
2019*,Alabama,SEC,SR,DB,12,,,,,,,,,,,,,,,,Trevon Diggs,20,17,37,1,0.0,3,79,26.3,1,8,2,100,1,0
2016,Ole Miss,SEC,FR,WR,12,49,543,11.1,3,45.3,5,40,8.0,0,3.3,54,583,10.8,3,,Van Jefferson,,,,,,,,,,,,,,
2017,Ole Miss,SEC,SO,WR,10,42,456,10.9,1,45.6,0,0,,0,0.0,42,456,10.9,1,,Van Jefferson,,,,,,,,,,,,,,
2018*,Florida,SEC,JR,WR,13,35,503,14.4,6,38.7,0,0,,0,0.0,35,503,14.4,6,,Van Jefferson,,,,,,,,,,,,,,
2019*,Florida,SEC,SR,WR,13,49,657,13.4,6,50.5,1,7,7.0,0,0.5,50,664,13.3,6,,Van Jefferson,,,,,,,,,,,,,,
2016*,Baylor,Big 12,FR,WR,10,4,24,6.0,0,2.4,0,0,,0,0.0,4,24,6.0,0,,Denzel Mims,,,,,,,,,,,,,,
2017,Baylor,Big 12,SO,WR,12,61,1087,17.8,8,90.6,1,-6,-6.0,0,-0.5,62,1081,17.4,8,,Denzel Mims,,,,,,,,,,,,,,
2018*,Baylor,Big 12,JR,WR,12,55,794,14.4,8,66.2,0,0,,0,0.0,55,794,14.4,8,,Denzel Mims,,,,,,,,,,,,,,
2019*,Baylor,Big 12,SR,WR,14,66,1020,15.5,12,72.9,0,0,,0,0.0,66,1020,15.5,12,,Denzel Mims,,,,,,,,,,,,,,
2018*,Memphis,American,JR,WR,14,6,99,16.5,2,7.1,0,0,,0,0.0,6,99,16.5,2,,Antonio Gibson,,,,,,,,,,,,,,
2019*,Memphis,American,SR,WR,14,38,735,19.3,8,52.5,33,369,11.2,4,26.4,71,1104,15.5,12,,Antonio Gibson,,,,,,,,,,,,,,
2017*,Kentucky,SEC,FR,WR,13,17,210,12.4,0,16.2,12,37,3.1,0,2.8,29,247,8.5,0,,Lynn Bowden Jr.,,,,,,,,,,,,,,
2018*,Kentucky,SEC,SO,WR,13,67,745,11.1,5,57.3,9,25,2.8,0,1.9,76,770,10.1,5,,Lynn Bowden Jr.,,,,,,,,,,,,,,
2019*,Kentucky,SEC,JR,WR,13,30,348,11.6,1,26.8,185,1468,7.9,13,112.9,215,1816,8.4,14,AA,Lynn Bowden Jr.,,,,,,,,,,,,,,
2016*,South Carolina,SEC,FR,WR,12,44,590,13.4,4,49.2,0,0,,0,0.0,44,590,13.4,4,,Bryan Edwards,,,,,,,,,,,,,,
2017*,South Carolina,SEC,SO,WR,13,64,793,12.4,5,61.0,4,19,4.8,0,1.5,68,812,11.9,5,,Bryan Edwards,,,,,,,,,,,,,,
2018*,South Carolina,SEC,JR,WR,13,55,846,15.4,7,65.1,0,0,,0,0.0,55,846,15.4,7,,Bryan Edwards,,,,,,,,,,,,,,
2019,South Carolina,SEC,SR,WR,10,71,816,11.5,6,81.6,2,22,11.0,0,2.2,73,838,11.5,6,,Bryan Edwards,,,,,,,,,,,,,,
2016,Texas,Big 12,FR,WR,11,20,412,20.6,3,37.5,0,0,,0,0.0,20,412,20.6,3,,Devin Duvernay,,,,,,,,,,,,,,
2017*,Texas,Big 12,SO,WR,13,9,124,13.8,0,9.5,0,0,,0,0.0,9,124,13.8,0,,Devin Duvernay,,,,,,,,,,,,,,
2018*,Texas,Big 12,JR,WR,14,41,546,13.3,4,39.0,1,10,10.0,0,0.7,42,556,13.2,4,,Devin Duvernay,,,,,,,,,,,,,,
2019*,Texas,Big 12,SR,WR,13,106,1386,13.1,9,106.6,10,24,2.4,1,1.8,116,1410,12.2,10,,Devin Duvernay,,,,,,,,,,,,,,
2017*,UCF,American,FR,WR,13,27,391,14.5,4,30.1,0,0,,0,0.0,27,391,14.5,4,,Gabriel Davis,,,,,,,,,,,,,,
2018*,UCF,American,SO,WR,12,53,815,15.4,7,67.9,0,0,,0,0.0,53,815,15.4,7,,Gabriel Davis,,,,,,,,,,,,,,
2019*,UCF,American,JR,WR,12,72,1241,17.2,12,103.4,0,0,,0,0.0,72,1241,17.2,12,,Gabriel Davis,,,,,,,,,,,,,,
2018,Liberty,Ind,JR,WR,11,71,1037,14.6,10,94.3,0,0,,0,0.0,71,1037,14.6,10,,Antonio Gandy-Golden,,,,,,,,,,,,,,
2019*,Liberty,Ind,SR,WR,13,79,1396,17.7,10,107.4,0,0,,0,0.0,79,1396,17.7,10,,Antonio Gandy-Golden,,,,,,,,,,,,,,
2016,Virginia,ACC,FR,WR,12,4,77,19.3,0,6.4,2,3,1.5,0,0.3,6,80,13.3,0,,Joe Reed,,,,,,,,,,,,,,
2017*,Virginia,ACC,SO,WR,12,23,244,10.6,2,20.3,21,112,5.3,1,9.3,44,356,8.1,3,,Joe Reed,,,,,,,,,,,,,,
2018*,Virginia,ACC,JR,WR,13,25,465,18.6,7,35.8,3,15,5.0,0,1.2,28,480,17.1,7,,Joe Reed,,,,,,,,,,,,,,
2019*,Virginia,ACC,SR,WR,13,77,679,8.8,7,52.2,8,42,5.3,0,3.2,85,721,8.5,7,,Joe Reed,,,,,,,,,,,,,,
2016*,Minnesota,Big Ten,FR,WR,13,14,141,10.1,1,10.8,0,0,,0,0.0,14,141,10.1,1,,Tyler Johnson,,,,,,,,,,,,,,
2017,Minnesota,Big Ten,SO,WR,10,35,677,19.3,7,67.7,0,0,,0,0.0,35,677,19.3,7,,Tyler Johnson,,,,,,,,,,,,,,
2018*,Minnesota,Big Ten,JR,WR,13,78,1169,15.0,12,89.9,0,0,,0,0.0,78,1169,15.0,12,,Tyler Johnson,,,,,,,,,,,,,,
2019*,Minnesota,Big Ten,SR,WR,11,72,1107,15.4,10,100.6,0,0,,0,0.0,72,1107,15.4,10,,Tyler Johnson,,,,,,,,,,,,,,
2016,Texas,Big 12,FR,WR,11,28,315,11.3,3,28.6,0,0,,0,0.0,28,315,11.3,3,,Collin Johnson,,,,,,,,,,,,,,
2017*,Texas,Big 12,SO,WR,13,54,765,14.2,2,58.8,0,-7,,0,-0.5,54,758,14.0,2,,Collin Johnson,,,,,,,,,,,,,,
2018*,Texas,Big 12,JR,WR,13,68,985,14.5,7,75.8,0,0,,0,0.0,68,985,14.5,7,,Collin Johnson,,,,,,,,,,,,,,
2019*,Texas,Big 12,SR,WR,7,38,559,14.7,3,79.9,0,0,,0,0.0,38,559,14.7,3,,Collin Johnson,,,,,,,,,,,,,,
2016*,Wisconsin,Big Ten,FR,WR,14,4,94,23.5,0,6.7,5,41,8.2,0,2.9,9,135,15.0,0,,Quintez Cephus,,,,,,,,,,,,,,
2017*,Wisconsin,Big Ten,SO,WR,10,30,501,16.7,6,50.1,4,5,1.3,0,0.5,34,506,14.9,6,,Quintez Cephus,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Quintez Cephus,,,,,,,,,,,,,,
2019*,Wisconsin,Big Ten,,WR,14,59,901,15.3,7,64.4,0,0,,0,0.0,59,901,15.3,7,,Quintez Cephus,,,,,,,,,,,,,,
2018,Boise State,MWC,JR,WR,10,31,504,16.3,6,50.4,8,163,20.4,2,16.3,39,667,17.1,8,,John Hightower,,,,,,,,,,,,,,
2019*,Boise State,MWC,SR,WR,14,51,943,18.5,8,67.4,16,154,9.6,0,11.0,67,1097,16.4,8,,John Hightower,,,,,,,,,,,,,,
2016,Tulane,American,FR,WR,12,24,267,11.1,2,22.3,4,22,5.5,0,1.8,28,289,10.3,2,,Darnell Mooney,,,,,,,,,,,,,,
2017,Tulane,American,SO,WR,12,34,599,17.6,4,49.9,0,0,,0,0.0,34,599,17.6,4,,Darnell Mooney,,,,,,,,,,,,,,
2018*,Tulane,American,JR,WR,13,48,993,20.7,8,76.4,1,6,6.0,0,0.5,49,999,20.4,8,,Darnell Mooney,,,,,,,,,,,,,,
2019*,Tulane,American,SR,WR,13,48,713,14.9,5,54.8,0,0,,0,0.0,48,713,14.9,5,,Darnell Mooney,,,,,,,,,,,,,,
2016,Buffalo,MAC,FR,WR,12,8,105,13.1,1,8.8,0,0,,0,0.0,8,105,13.1,1,,K.J. Osborn,,,,,,,,,,,,,,
2017,Buffalo,MAC,SO,WR,12,35,493,14.1,4,41.1,4,22,5.5,1,1.8,39,515,13.2,5,,K.J. Osborn,,,,,,,,,,,,,,
2018*,Buffalo,MAC,JR,WR,14,53,892,16.8,7,63.7,5,16,3.2,0,1.1,58,908,15.7,7,,K.J. Osborn,,,,,,,,,,,,,,
2019*,Miami (FL),ACC,SR,WR,13,50,547,10.9,5,42.1,5,15,3.0,0,1.2,55,562,10.2,5,,K.J. Osborn,,,,,,,,,,,,,,
2017*,Michigan,Big Ten,FR,WR,13,22,277,12.6,0,21.3,4,57,14.3,0,4.4,26,334,12.8,0,,Donovan Peoples-Jones,,,,,,,,,,,,,,
2018*,Michigan,Big Ten,SO,WR,13,47,612,13.0,8,47.1,3,37,12.3,0,2.8,50,649,13.0,8,,Donovan Peoples-Jones,,,,,,,,,,,,,,
2019*,Michigan,Big Ten,JR,WR,11,34,438,12.9,6,39.8,2,-7,-3.5,0,-0.6,36,431,12.0,6,,Donovan Peoples-Jones,,,,,,,,,,,,,,
2017*,Southern Mississippi,CUSA,FR,WR,13,23,337,14.7,2,25.9,0,0,,0,0.0,23,337,14.7,2,,Quez Watkins,,,,,,,,,,,,,,
2018,Southern Mississippi,CUSA,SO,WR,11,72,889,12.3,9,80.8,4,11,2.8,0,1.0,76,900,11.8,9,,Quez Watkins,,,,,,,,,,,,,,
2019*,Southern Mississippi,CUSA,JR,WR,12,64,1178,18.4,6,98.2,1,1,1.0,0,0.1,65,1179,18.1,6,,Quez Watkins,,,,,,,,,,,,,,
2016,SMU,American,FR,WR,12,57,709,12.4,6,59.1,4,15,3.8,0,1.3,61,724,11.9,6,,James Proche,,,,,,,,,,,,,,
2017*,SMU,American,SO,WR,13,40,816,20.4,6,62.8,0,0,,0,0.0,40,816,20.4,6,,James Proche,,,,,,,,,,,,,,
2018,SMU,American,JR,WR,12,93,1199,12.9,12,99.9,2,17,8.5,0,1.4,95,1216,12.8,12,,James Proche,,,,,,,,,,,,,,
2019*,SMU,American,SR,WR,13,111,1225,11.0,15,94.2,4,18,4.5,0,1.4,115,1243,10.8,15,,James Proche,,,,,,,,,,,,,,
2017,Oregon State,Pac-12,FR,WR,11,31,275,8.9,2,25.0,0,0,,0,0.0,31,275,8.9,2,,Isaiah Hodgins,,,,,,,,,,,,,,
2018,Oregon State,Pac-12,SO,WR,11,59,876,14.8,5,79.6,0,0,,0,0.0,59,876,14.8,5,,Isaiah Hodgins,,,,,,,,,,,,,,
2019,Oregon State,Pac-12,JR,WR,12,86,1171,13.6,13,97.6,0,0,,0,0.0,86,1171,13.6,13,,Isaiah Hodgins,,,,,,,,,,,,,,
2016*,Washington State,Pac-12,FR,WR,3,2,19,9.5,0,6.3,0,0,,0,0.0,2,19,9.5,0,,Dezmon Patmon,,,,,,,,,,,,,,
2017*,Washington State,Pac-12,SO,WR,13,35,379,10.8,0,29.2,0,0,,0,0.0,35,379,10.8,0,,Dezmon Patmon,,,,,,,,,,,,,,
2018*,Washington State,Pac-12,JR,WR,13,61,816,13.4,5,62.8,0,0,,0,0.0,61,816,13.4,5,,Dezmon Patmon,,,,,,,,,,,,,,
2019*,Washington State,Pac-12,SR,WR,13,58,762,13.1,8,58.6,0,0,,0,0.0,58,762,13.1,8,,Dezmon Patmon,,,,,,,,,,,,,,
2016*,Florida,SEC,FR,WR,13,8,118,14.8,2,9.1,0,0,,0,0.0,8,118,14.8,2,,Freddie Swain,,,,,,,,,,,,,,
2017,Florida,SEC,SO,WR,11,8,96,12.0,1,8.7,0,0,,0,0.0,8,96,12.0,1,,Freddie Swain,,,,,,,,,,,,,,
2018*,Florida,SEC,JR,WR,11,14,265,18.9,5,24.1,0,0,,0,0.0,14,265,18.9,5,,Freddie Swain,,,,,,,,,,,,,,
2019*,Florida,SEC,SR,WR,12,38,517,13.6,7,43.1,4,27,6.8,0,2.3,42,544,13.0,7,,Freddie Swain,,,,,,,,,,,,,,
2015*,Tennessee,SEC,FR,WR,11,14,149,10.6,0,13.5,7,15,2.1,0,1.4,21,164,7.8,0,,Jauan Jennings,,,,,,,,,,,,,,
2016*,Tennessee,SEC,SO,WR,13,40,580,14.5,7,44.6,5,27,5.4,0,2.1,45,607,13.5,7,,Jauan Jennings,,,,,,,,,,,,,,
2017,Tennessee,SEC,JR,WR,2,3,17,5.7,0,8.5,0,0,,0,0.0,3,17,5.7,0,,Jauan Jennings,,,,,,,,,,,,,,
2018,Tennessee,SEC,JR,WR,12,30,438,14.6,3,36.5,0,0,,0,0.0,30,438,14.6,3,,Jauan Jennings,,,,,,,,,,,,,,
2019*,Tennessee,SEC,SR,WR,13,59,969,16.4,8,74.5,13,51,3.9,1,3.9,72,1020,14.2,9,,Jauan Jennings,,,,,,,,,,,,,,
2016*,Ohio State,Big Ten,FR,WR,11,18,262,14.6,1,23.8,0,0,,0,0.0,18,262,14.6,1,,K.J. Hill,,,,,,,,,,,,,,
2017*,Ohio State,Big Ten,SO,WR,14,56,549,9.8,3,39.2,2,1,0.5,0,0.1,58,550,9.5,3,,K.J. Hill,,,,,,,,,,,,,,
2018*,Ohio State,Big Ten,JR,WR,14,70,885,12.6,6,63.2,1,-3,-3.0,0,-0.2,71,882,12.4,6,,K.J. Hill,,,,,,,,,,,,,,
2019*,Ohio State,Big Ten,SR,WR,14,57,636,11.2,10,45.4,1,1,1.0,0,0.1,58,637,11.0,10,,K.J. Hill,,,,,,,,,,,,,,
2015*,Michigan,Big Ten,FR,WR,2,,,,,,,,,,,,,,,,Brian Cole II,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,Brian Cole II,,,,,,,,,,,,,,
2018*,Mississippi State,SEC,JR,S,5,,,,,,,,,,,,,,,,Brian Cole II,5,6,11,3,1.0,1,0,0.0,0,0,0,0,0,0
2019*,Mississippi State,SEC,SR,S,12,,,,,,,,,,,,,,,,Brian Cole II,38,29,67,8,2.0,1,0,0.0,0,2,2,0,0,1
2016*,Florida,SEC,FR,WR,11,14,298,21.3,2,27.1,0,0,,0,0.0,14,298,21.3,2,,Tyrie Cleveland,,,,,,,,,,,,,,
2017,Florida,SEC,SO,WR,10,22,410,18.6,2,41.0,2,6,3.0,0,0.6,24,416,17.3,2,,Tyrie Cleveland,,,,,,,,,,,,,,
2018*,Florida,SEC,JR,WR,12,18,212,11.8,3,17.7,0,0,,0,0.0,18,212,11.8,3,,Tyrie Cleveland,,,,,,,,,,,,,,
2019*,Florida,SEC,SR,WR,13,25,351,14.0,1,27.0,0,0,,0,0.0,25,351,14.0,1,,Tyrie Cleveland,,,,,,,,,,,,,,
