Season,Team,Conf,Class,Pos,G,Rushing Att,Rushing Yds,Rushing Y/A,Rushing TD,Rushing Y/G,Receiving Rec,Receiving Yds,Receiving Y/R,Receiving TD,Receiving Y/G,Scrimmage Plays,Scrimmage Yds,Scrimmage Avg,Scrimmage TD,Awards,Player
2019,Maryland,Big Ten,SO,RB,11,114,614,5.4,8,55.8,17,126,7.4,1,11.5,131,740,5.6,9,,Anthony McFarland Jr.
2017*,Miami (FL),ACC,FR,RB,12,41,217,5.3,3,18.1,4,92,23.0,0,7.7,45,309,6.9,3,,DeeJay Dallas
2018*,Miami (FL),ACC,SO,RB,13,109,617,5.7,6,47.5,10,85,8.5,0,6.5,119,702,5.9,6,,DeeJay Dallas
2019*,Miami (FL),ACC,JR,RB,10,115,693,6.0,8,69.3,14,140,10.0,2,14.0,129,833,6.5,10,,DeeJay Dallas
2016,New Mexico State,Sun Belt,FR,RB,11,40,167,4.2,1,15.2,8,35,4.4,0,3.2,48,202,4.2,1,,Jason Huntley
2017*,New Mexico State,Sun Belt,SO,RB,12,70,420,6.0,1,35.0,39,363,9.3,2,30.3,109,783,7.2,3,,Jason Huntley
2018,New Mexico State,Ind,JR,RB,12,109,505,4.6,7,42.1,47,529,11.3,3,44.1,156,1034,6.6,10,,Jason Huntley
2019,New Mexico State,Ind,SR,RB,12,154,1090,7.1,9,90.8,40,192,4.8,2,16.0,194,1282,6.6,11,,Jason Huntley
2017*,Arizona State,Pac-12,FR,RB,10,23,142,6.2,1,14.2,5,15,3.0,0,1.5,28,157,5.6,1,,Eno Benjamin
2018*,Arizona State,Pac-12,SO,RB,13,300,1642,5.5,16,126.3,35,263,7.5,2,20.2,335,1905,5.7,18,,Eno Benjamin
2019*,Arizona State,Pac-12,JR,RB,12,253,1083,4.3,10,90.3,42,347,8.3,2,28.9,295,1430,4.8,12,,Eno Benjamin
2016*,Louisiana,Sun Belt,FR,RB,9,23,117,5.1,1,13.0,0,0,,0,0.0,23,117,5.1,1,,Raymond Calais
2017,Louisiana,Sun Belt,SO,RB,12,15,88,5.9,1,7.3,1,9,9.0,0,0.8,16,97,6.1,1,,Raymond Calais
2018*,Louisiana,Sun Belt,JR,RB,14,81,754,9.3,7,53.9,6,69,11.5,0,4.9,87,823,9.5,7,,Raymond Calais
2019*,Louisiana,Sun Belt,SR,RB,14,117,886,7.6,6,63.3,10,67,6.7,1,4.8,127,953,7.5,7,,Raymond Calais
