Season,Team,Conf,Class,Pos,G,Receiving Rec,Receiving Yds,Receiving Y/R,Receiving TD,Receiving Y/G,Rushing Att,Rushing Yds,Rushing Y/A,Rushing TD,Rushing Y/G,Scrimmage Plays,Scrimmage Yds,Scrimmage Avg,Scrimmage TD,Awards,Player,Tackles Solo,Tackles Ast,Tackles Comb,Tackles TFL,Tackles Sk,Def Interceptions Int,Def Interceptions Yds,Def Interceptions Avg,Def Interceptions IntTD,Def Interceptions PD,Fumbles FR,Fumbles Yds,Fumbles FRTD,Fumbles FF
2017,Bowling Green,MAC,JR,WR,12,63,722,11.5,4,60.2,2,22,11.0,0,1.8,65,744,11.4,4,,Scott Miller,,,,,,,,,,,,,,
2018,Bowling Green,MAC,SR,WR,11,71,1148,16.2,9,104.4,4,16,4.0,0,1.5,75,1164,15.5,9,,Scott Miller,,,,,,,,,,,,,,
2016*,Hawaii,MWC,FR,WR,14,53,652,12.3,3,46.6,4,8,2.0,1,0.6,57,660,11.6,4,,John Ursua,,,,,,,,,,,,,,
2017,Hawaii,MWC,SO,WR,6,47,667,14.2,5,111.2,0,0,,0,0.0,47,667,14.2,5,,John Ursua,,,,,,,,,,,,,,
2018*,Hawaii,MWC,JR,WR,13,89,1343,15.1,16,103.3,2,4,2.0,1,0.3,91,1347,14.8,17,,John Ursua,,,,,,,,,,,,,,
2015*,Georgia,SEC,FR,WR,13,35,379,10.8,2,29.2,7,37,5.3,1,2.8,42,416,9.9,3,,Terry Godwin,,,,,,,,,,,,,,
2016*,Georgia,SEC,SO,WR,13,38,397,10.4,0,30.5,4,14,3.5,0,1.1,42,411,9.8,0,,Terry Godwin,,,,,,,,,,,,,,
2017*,Georgia,SEC,JR,WR,15,38,639,16.8,6,42.6,0,0,,0,0.0,38,639,16.8,6,,Terry Godwin,,,,,,,,,,,,,,
2018*,Georgia,SEC,SR,WR,13,22,373,17.0,3,28.7,0,0,,0,0.0,22,373,17.0,3,,Terry Godwin,,,,,,,,,,,,,,
2016,Oregon,Pac-12,FR,WR,6,2,9,4.5,0,1.5,0,0,,0,0.0,2,9,4.5,0,,Dillon Mitchell,,,,,,,,,,,,,,
2017*,Oregon,Pac-12,SO,WR,12,42,517,12.3,4,43.1,4,6,1.5,0,0.5,46,523,11.4,4,,Dillon Mitchell,,,,,,,,,,,,,,
2018*,Oregon,Pac-12,JR,WR,13,75,1184,15.8,10,91.1,1,5,5.0,0,0.4,76,1189,15.6,10,,Dillon Mitchell,,,,,,,,,,,,,,
2015*,Colorado State,MWC,FR,WR,13,2,15,7.5,1,1.2,0,0,,0,0.0,2,15,7.5,1,,Olabisi Johnson,,,,,,,,,,,,,,
2016*,Colorado State,MWC,SO,WR,13,28,613,21.9,4,47.2,1,13,13.0,0,1.0,29,626,21.6,4,,Olabisi Johnson,,,,,,,,,,,,,,
2017*,Colorado State,MWC,JR,WR,12,41,595,14.5,2,49.6,0,0,,0,0.0,41,595,14.5,2,,Olabisi Johnson,,,,,,,,,,,,,,
2018,Colorado State,MWC,SR,WR,11,54,796,14.7,4,72.4,0,0,,0,0.0,54,796,14.7,4,,Olabisi Johnson,,,,,,,,,,,,,,
